Company Name,Ticker,Market Cap (mil),S&P 500 - ETF,Exchange
TravelCenters of America LLC,TA,71.62,NO,NSDQ
"Del Taco Restaurants, Inc.",TACO,171.69,NO,NSDQ
TransAct Technologies Incorporated,TACT,28.48,NO,NSDQ
Taitron Components Incorporated,TAIT,14.14,NO,NSDQ
Tantech Holdings Ltd.,TANH,32.6,NO,NSDQ
Taoping Inc.,TAOP,16.49,NO,NSDQ
"ArTara Therapeutics, Inc.",TARA,140.06,NO,NSDQ
"Carrols Restaurant Group, Inc.",TAST,155.97,NO,NSDQ
TAT Technologies Ltd.,TATT,35.06,NO,NSDQ
"Taylor Devices, Inc.",TAYD,35.04,NO,NSDQ
"The Bancorp, Inc.",TBBK,342.11,NO,NSDQ
"Translate Bio, Inc.",TBIO,771.94,NO,NSDQ
"Triumph Bancorp, Inc.",TBK,563.39,NO,NSDQ
"ToughBuilt Industries, Inc.",TBLT,17.81,NO,NSDQ
Territorial Bancorp Inc.,TBNK,238.28,NO,NSDQ
"Theravance Biopharma, Inc.",TBPH,1907.7,NO,NSDQ
TuanChe Limited Sponsored ADR,TC,125.25,NO,NSDQ
"Texas Capital Bancshares, Inc.",TCBI,1313.35,NO,NSDQ
TriCo Bancshares,TCBK,846.17,NO,NSDQ
Technical Communications Corporation,TCCO,4.29,NO,NSDQ
"Tricida, Inc.",TCDA,1387.46,NO,NSDQ
TCF Financial Corporation,TCF,3598.94,NO,NSDQ
The Community Financial Corporation,TCFC,118.2,NO,NSDQ
"Tactile Systems Technology, Inc.",TCMD,1012.74,NO,NSDQ
Trip.com Group Limited,TCOM,13149.86,NO,NSDQ
"TRACON Pharmaceuticals, Inc.",TCON,9.77,NO,NSDQ
BLACKROCK TCP CAPITAL CORP.,TCPC,444.22,NO,NSDQ
"THL Credit, Inc.",TCRD,94.98,NO,NSDQ
TCR2 Therapeutics Inc.,TCRR,251.35,NO,NSDQ
Tucows Inc.,TCX,550.54,NO,NSDQ
Atlassian Corporation PLC,TEAM,18571.16,NO,NSDQ
Tech Data Corporation,TECD,4943.95,NO,NSDQ
Bio-Techne Corp,TECH,7741.35,NO,NSDQ
"Tarena International, Inc.",TEDU,245.76,NO,NSDQ
"TELA Bio, Inc.",TELA,122.28,NO,NSDQ
Magellan Petroleum Corporation,TELL,393.32,NO,NSDQ
"Tenable Holdings, Inc.",TENB,2423.07,NO,NSDQ
"Tenax Therapeutics, Inc.",TENX,4.64,NO,NSDQ
"Teradyne, Inc.",TER,10330.13,NO,NSDQ
"TerraForm Power, Inc.",TERP,3719.47,NO,NSDQ
TESSCO Technologies Incorporated,TESS,49.15,NO,NSDQ
Pareteum Corp.,TEUM,58.42,NO,NSDQ
"TFF Pharmaceuticals, Inc.",TFFP,89.07,NO,NSDQ
TFS Financial Corporation,TFSL,3756.53,NO,NSDQ
Transglobe Energy Corp,TGA,32.85,NO,NSDQ
Tecogen Inc.,TGEN,25.35,NO,NSDQ
Tecnoglass Inc.,TGLS,154.73,NO,NSDQ
"TG Therapeutics, Inc.",TGTX,1497.7,NO,NSDQ
Platinum Eagle Acquisition Corp.,TH,162.65,NO,NSDQ
First Financial Corporation Indiana,THFF,437.93,NO,NSDQ
Cesca Therapeutics Inc.,THMO,53.36,NO,NSDQ
Gentherm Inc,THRM,1119.12,NO,NSDQ
Theratechnologies Inc.,THTX,205.46,NO,NSDQ
Millicom International Cellular SA,TIGO,2633.34,NO,NSDQ
UP Fintech Holding Limited,TIGR,381.1,NO,NSDQ
"Interface, Inc.",TILE,474.55,NO,NSDQ
Tiptree Financial Inc.,TIPT,188.65,NO,NSDQ
Titan Machinery Inc.,TITN,198.78,NO,NSDQ
TiVo Corporation,TIVO,860.63,NO,NSDQ
"Taiwan Liposome Company, Ltd. Unsponsored ADR",TLC,157.66,NO,NSDQ
"Tandy Leather Factory, Inc.",TLF,32.61,NO,NSDQ
"Teligent, Inc.",TLGT,18.34,NO,NSDQ
Talend S.A.,TLND,714.56,NO,NSDQ
"Tilray, Inc.",TLRY,839.73,NO,NSDQ
Tiziana Life Sciences PLC Sponsored ADR,TLSA,76.29,NO,NSDQ
iShares 20+ Year Treasury Bond ETF,TLT,17869.86,NO,NSDQ
Titan Medical Inc.,TMDI,14.25,NO,NSDQ
"TransMedics Group, Inc.",TMDX,379.48,NO,NSDQ
TMSR HOLDING CO LTD,TMSR,50.37,NO,NSDQ
"Telenav, Inc.",TNAV,236.43,NO,NSDQ
"Tandem Diabetes Care, Inc.",TNDM,4463.28,NO,NSDQ
Tonix Pharmaceuticals Holding Corp.,TNXP,34.07,NO,NSDQ
TOCAGEN INC,TOCA,30.11,NO,NSDQ
TOP Ships Inc.,TOPS,31.07,NO,NSDQ
"resTORbio, Inc.",TORC,41.91,NO,NSDQ
Tuniu Corporation,TOUR,112.91,NO,NSDQ
Towne Bank,TOWN,1335.67,NO,NSDQ
TRIBUNE PUBLISHING CO,TPCO,270.51,NO,NSDQ
"TPI Composites, Inc.",TPIC,559.27,NO,NSDQ
"Turning Point Therapeutics, Inc.",TPTX,1859.43,NO,NSDQ
"Torchlight Energy Resources, Inc.",TRCH,35.19,NO,NSDQ
"LendingTree, Inc.",TREE,2813.24,NO,NSDQ
Tabula Rasa Healthcare Inc.,TRHC,1362.39,NO,NSDQ
Trinity Biotech PLC,TRIB,32.94,NO,NSDQ
Trillium Therapeutics Inc.,TRIL,411.76,NO,NSDQ
"TripAdvisor, Inc.",TRIP,2509.41,NO,NSDQ
Trimble Inc.,TRMB,8148.66,NO,NSDQ
TORM PLC,TRMD,715.22,NO,NSDQ
Trustmark Corporation,TRMK,1535.91,NO,NSDQ
Tremont Mortgage Trust,TRMT,13.76,NO,NSDQ
"Transcat, Inc.",TRNS,197.5,NO,NSDQ
"MAGNEGAS APPLIED TECHNOLOGY SOLUTIONS, INC.",TRNX,9.29,NO,NSDQ
"TrovaGene, Inc.",TROV,10.63,NO,NSDQ
Therapix Biosciences Ltd.,TRPX,1.16,NO,NSDQ
TriMas Corporation,TRS,1005.27,NO,NSDQ
TrustCo Bank Corp NY,TRST,529.42,NO,NSDQ
"TrueCar, Inc.",TRUE,245.22,NO,NSDQ
"Trupanion, Inc.",TRUP,1036.53,NO,NSDQ
Trivago N.V. ADS,TRVG,594.64,NO,NSDQ
"Trevi Therapeutics, Inc.",TRVI,51.36,NO,NSDQ
"Trevena, Inc.",TRVN,66.45,NO,NSDQ
"Timberland Bancorp, Inc.",TSBK,136.36,NO,NSDQ
"TriState Capital Holdings, Inc.",TSC,374.72,NO,NSDQ
Tower Semiconductor Ltd.,TSEM,1959.96,NO,NSDQ
Amaya Inc.,TSG,7267.35,NO,NSDQ
"TSR, Inc.",TSRI,7.38,NO,NSDQ
The Trade Desk Inc.,TTD,11695.4,NO,NSDQ
"TeleTech Holdings, Inc.",TTEC,1676.97,NO,NSDQ
"Tetra Tech, Inc.",TTEK,4090.36,NO,NSDQ
"TechTarget, Inc.",TTGT,582.79,NO,NSDQ
"TTM Technologies, Inc.",TTMI,1140.1,NO,NSDQ
"Titan Pharmaceuticals, Inc.",TTNP,22,NO,NSDQ
"T2 Biosystems, Inc.",TTOO,24.73,NO,NSDQ
"Tetraphase Pharmaceuticals, Inc.",TTPH,9.87,NO,NSDQ
Tuesday Morning Corp.,TUES,26.89,NO,NSDQ
iShares MSCI Turkey ETF,TUR,182.63,NO,NSDQ
"Harris & Harris Group, Inc.",TURN,41.7,NO,NSDQ
"Mammoth Energy Services, Inc.",TUSK,36.54,NO,NSDQ
"Healthways, Inc.",TVTY,346.87,NO,NSDQ
Tradeweb Markets Inc.,TW,11893.57,NO,NSDQ
"Twin Disc, Incorporated",TWIN,78.29,NO,NSDQ
Trans World Entertainment Corp.,TWMC,7.49,NO,NSDQ
HOSTESS BRANDS,TWNK,1538.77,NO,NSDQ
"2U, Inc.",TWOU,1396,NO,NSDQ
Twist Bioscience Corporation,TWST,1143.84,NO,NSDQ
10x Genomics Inc.,TXG,7144.77,NO,NSDQ
"TherapeuticsMD, Inc.",TXMD,250.27,NO,NSDQ
"Texas Roadhouse, Inc.",TXRH,3183.61,NO,NSDQ
Shineco Inc.,TYHT,11.48,NO,NSDQ
"Tyme Technologies, Inc.",TYME,137.58,NO,NSDQ
Travelzoo Inc.,TZOO,56.44,NO,NSDQ
"United Bancorp, Inc.",UBCP,57.04,NO,NSDQ
United Security Bancshares,UBFO,106.77,NO,NSDQ
"United Bancshares, Inc.",UBOH,56.77,NO,NSDQ
"United Bankshares, Inc.",UBSI,2637.75,NO,NSDQ
"UNITY Biotechnology, Inc.",UBX,326.63,NO,NSDQ
"United Community Banks, Inc.",UCBI,1431.15,NO,NSDQ
"Ultra Clean Holdings, Inc.",UCTT,631.44,NO,NSDQ
Universal Electronics Inc.,UEIC,541.96,NO,NSDQ
"Net 1 UEPS Technologies, Inc.",UEPS,203.64,NO,NSDQ
"United Fire Group, Inc",UFCS,693.75,NO,NSDQ
"Universal Forest Products, Inc.",UFPI,2326.46,NO,NSDQ
"UFP Technologies, Inc.",UFPT,325.65,NO,NSDQ
"United-Guardian, Inc.",UG,67.47,NO,NSDQ
Amerco,UHAL,4952.31,NO,NSDQ
United Insurance Holdings Corp.,UIHC,368.32,NO,NSDQ
Ultralife Corporation,ULBI,109.03,NO,NSDQ
"Universal Logistics Holdings, Inc.",ULH,348.18,NO,NSDQ
UMB Financial Corporation,UMBF,2211.06,NO,NSDQ
Umpqua Holdings Corporation,UMPQ,2354.28,NO,NSDQ
Unum Therapeutics Inc.,UMRX,12.27,NO,NSDQ
Unico American Corporation,UNAM,21.22,NO,NSDQ
"Union Bankshares, Inc.",UNB,100.6,NO,NSDQ
Uniti Group Inc.,UNIT,1224.33,NO,NSDQ
"Unity Bancorp, Inc.",UNTY,134.33,NO,NSDQ
"Radio One, Inc.",UONE,51.43,NO,NSDQ
"Radio One, Inc.",UONEK,36.36,NO,NSDQ
"Upland Software, Inc.",UPLD,698.26,NO,NSDQ
Upwork Inc.,UPWK,907.48,NO,NSDQ
"Urban Outfitters, Inc.",URBN,1538.03,NO,NSDQ
UROGEN PHARMA,URGN,505.5,NO,NSDQ
Urovant Sciences Ltd.,UROV,282.31,NO,NSDQ
"USA Truck, Inc.",USAK,36.18,NO,NSDQ
"Universal Stainless & Alloy Products, Inc.",USAP,62.06,NO,NSDQ
US Gold Corp,USAU,12.45,NO,NSDQ
"U S Concrete, Inc.",USCR,265.85,NO,NSDQ
U.S. Energy Corp.,USEG,4.87,NO,NSDQ
Usio Inc,USIO,24,NO,NSDQ
"United States Lime & Minerals, Inc.",USLM,454.46,NO,NSDQ
"U.S. Well Services, Inc.",USWS,31.79,NO,NSDQ
United Therapeutics Corporation,UTHR,4880.45,NO,NSDQ
"Utah Medical Products, Inc.",UTMD,296.75,NO,NSDQ
UTStarcom Holdings Corp,UTSI,70.15,NO,NSDQ
Univest Corporation of Pennsylvania,UVSP,449.32,NO,NSDQ
Uxin Limited Sponsored ADR,UXIN,425.65,NO,NSDQ
"Value Line, Inc.",VALU,292.35,NO,NSDQ
Village Bank and Trust Financial Corp.,VBFC,38.39,NO,NSDQ
"VBI Vaccines, Inc.",VBIV,199.65,NO,NSDQ
Vascular Biogenics Ltd.,VBLT,48.44,NO,NSDQ
"Veritex Holdings, Inc.",VBTX,718.08,NO,NSDQ
Visteon Corporation,VC,1428.97,NO,NSDQ
Vericel Corporation,VCEL,606.77,NO,NSDQ
"Vaccinex, Inc.",VCNX,63.46,NO,NSDQ
"Victory Capital Holdings, Inc.",VCTR,993.26,NO,NSDQ
"Veracyte, Inc.",VCYT,1164.39,NO,NSDQ
Veeco Instruments Inc.,VECO,491.18,NO,NSDQ
VEON Ltd.,VEON,2863.47,NO,NSDQ
"Verb Technology Company, Inc.",VERB,32.46,NO,NSDQ
"Veritone, Inc.",VERI,108.57,NO,NSDQ
"Restoration Robotics, Inc.",VERO,165.26,NO,NSDQ
Female Health Company (The),VERU,217.09,NO,NSDQ
Vericity Inc.,VERY,152.47,NO,NSDQ
"Village Farms International, Inc.",VFF,187.31,NO,NSDQ
Vonage Holdings Corp.,VG,1989.51,NO,NSDQ
ViacomCBS Inc.,VIACA,11415.55,NO,NSDQ
Viavi Solutions Inc.,VIAV,2738.86,NO,NSDQ
Vicor Corporation,VICR,2023.2,NO,NSDQ
"Viela Bio, Inc.",VIE,2118.68,NO,NSDQ
"Viomi Technology Co., Ltd. Sponsored ADR",VIOT,398.98,NO,NSDQ
"Vir Biotechnology, Inc.",VIR,3580.71,NO,NSDQ
Virco Manufacturing Corporation,VIRC,39.35,NO,NSDQ
"Virtu Financial, Inc.",VIRT,4660.22,NO,NSDQ
"XG Technology, Inc",VISL,15.7,NO,NSDQ
"Viveve Medical, Inc.",VIVE,5.51,NO,NSDQ
Meridian Bioscience Inc.,VIVO,457.41,NO,NSDQ
"Viking Therapeutics, Inc.",VKTX,436.1,NO,NSDQ
"Village Super Market, Inc.",VLGEA,340.89,NO,NSDQ
Valley National Bancorp,VLY,2848.45,NO,NSDQ
"Viemed Healthcare, Inc.",VMD,255.94,NO,NSDQ
Vanda Pharmaceuticals Inc.,VNDA,647.66,NO,NSDQ
"21Vianet Group, Inc.",VNET,1876.96,NO,NSDQ
Viper Energy Partners LP,VNOM,1291.89,NO,NSDQ
VOXX International Corporation,VOXX,119.6,NO,NSDQ
"Vera Bradley, Inc.",VRA,144.74,NO,NSDQ
"ViewRay, Inc.",VRAY,324.37,NO,NSDQ
Verrica Pharmaceuticals Inc.,VRCA,297.83,NO,NSDQ
VAREX IMAGING,VREX,915.15,NO,NSDQ
"Vermillion, Inc.",VRML,147.88,NO,NSDQ
Verona Pharma PLC American Depositary Share,VRNA,79.13,NO,NSDQ
"Varonis Systems, Inc.",VRNS,2033.46,NO,NSDQ
Verint Systems Inc.,VRNT,2823.98,NO,NSDQ
VERRA MOBILITY CORP,VRRM,1186.51,NO,NSDQ
"Virtus Investment Partners, Inc.",VRTS,583.78,NO,NSDQ
Virtusa Corporation,VRTU,910.76,NO,NSDQ
Viasat Inc.,VSAT,2565.93,NO,NSDQ
VSE Corporation,VSEC,202.03,NO,NSDQ
"Verastem, Inc.",VSTM,655.04,NO,NSDQ
"VistaGen Therapeutics, Inc.",VTGN,19.59,NO,NSDQ
"Vertex Energy, Inc",VTNR,23.71,NO,NSDQ
"VirTra, Inc.",VTSI,19.04,NO,NSDQ
vTv Therapeutics Inc.,VTVT,151.41,NO,NSDQ
Vuzix Corporation,VUZI,49.36,NO,NSDQ
Vivopower International Plc,VVPR,10.67,NO,NSDQ
"VIVUS, Inc.",VVUS,14.48,NO,NSDQ
"VAXART, INC.",VXRT,213.62,NO,NSDQ
"Voyager Therapeutics, Inc.",VYGR,415.5,NO,NSDQ
Westamerica Bancorporation,WABC,1667.32,NO,NSDQ
"Washington Federal, Inc.",WAFD,1940.16,NO,NSDQ
Wah Fu Education Group Limited,WAFU,6.99,NO,NSDQ
"Washington Trust Bancorp, Inc.",WASH,568.64,NO,NSDQ
Energous Corporation,WATT,82.34,NO,NSDQ
Weibo Corporation,WB,8211.71,NO,NSDQ
WD-40 Company,WDFC,2372,NO,NSDQ
"Wellesley Bancorp, Inc.",WEBK,68.27,NO,NSDQ
The Wendy's Company,WEN,4216.42,NO,NSDQ
"Werner Enterprises, Inc.",WERN,2769.7,NO,NSDQ
"WisdomTree Investments, Inc.",WETF,457.58,NO,NSDQ
"Weyco Group, Inc.",WEYS,182.02,NO,NSDQ
"WhiteHorse Finance, Inc.",WHF,209.16,NO,NSDQ
"Wilhelmina International, Inc.",WHLM,17.42,NO,NSDQ
"Wheeler Real Estate Investment Trust, Inc.",WHLR,13.89,NO,NSDQ
"Boingo Wireless, Inc.",WIFI,580.23,NO,NSDQ
"G. Willi-Food International,  Ltd.",WILC,143.8,NO,NSDQ
WIMI HOLGRM CLD,WIMI,308.27,NO,NSDQ
Winmark Corporation,WINA,544.89,NO,NSDQ
Wingstop Inc.,WING,3357.8,NO,NSDQ
Wins Finance Holdings Inc.,WINS,213.48,NO,NSDQ
Encore Wire Corporation,WIRE,929.58,NO,NSDQ
"Summit Wireless Technologies, Inc.",WISA,3.28,NO,NSDQ
Wix.com Ltd.,WIX,6699.59,NO,NSDQ
WISeKey International Holding Ltd. Sponsored ADR,WKEY,57.53,NO,NSDQ
"Workhorse Group, Inc.",WKHS,172.44,NO,NSDQ
"Willdan Group, Inc.",WLDN,242.81,NO,NSDQ
Willis Lease Finance Corporation,WLFC,108.33,NO,NSDQ
Wright Medical Group N.V.,WMGI,3730.71,NO,NSDQ
Western New England Bancorp,WNEB,141.51,NO,NSDQ
"Alliance MMA, Inc.",WORX,40.86,NO,NSDQ
Westport Fuel Systems Inc.,WPRT,109.41,NO,NSDQ
World Acceptance Corporation,WRLD,452.22,NO,NSDQ
"Wrap Technologies, Inc.",WRTC,141.66,NO,NSDQ
"WesBanco, Inc.",WSBC,1546.15,NO,NSDQ
"Waterstone Financial, Inc.",WSBF,349.84,NO,NSDQ
WillScot Corporation,WSC,1217.72,NO,NSDQ
WSFS Financial Corporation,WSFS,1182.48,NO,NSDQ
Wanda Sports Group Company Limited Sponsored ADR,WSG,306.18,NO,NSDQ
"Wayside Technology Group, Inc.",WSTG,68.17,NO,NSDQ
"Westell Technologies, Inc.",WSTL,12.41,NO,NSDQ
West Bancorporation,WTBA,268.14,NO,NSDQ
Alkaline Water Company Inc.,WTER,49.23,NO,NSDQ
Wintrust Financial Corporation,WTFC,2066,NO,NSDQ
Watford Holdings Ltd.,WTRE,254.36,NO,NSDQ
Waitr Holdings Inc.,WTRH,85.02,NO,NSDQ
WAVE Life Sciences Ltd.,WVE,279.44,NO,NSDQ
WVS Financial Corp.,WVFC,25.98,NO,NSDQ
"Willamette Valley Vineyards, Inc.",WVVI,27.05,NO,NSDQ
"WW International, Inc.",WW,1388,NO,NSDQ
"Woodward, Inc.",WWD,3247.05,NO,NSDQ
"Uranium Resources, Inc.",WWR,6.41,NO,NSDQ
"AIT Therapeutics, Inc.",XAIR,121.26,NO,NSDQ
"Xenetic Biosciences, Inc.",XBIO,5.92,NO,NSDQ
XBiotech Inc.,XBIT,395.27,NO,NSDQ
"Exicure, Inc.",XCUR,189.99,NO,NSDQ
"Exela Technologies, Inc.",XELA,31.63,NO,NSDQ
"Xcel Brands, Inc",XELB,11.32,NO,NSDQ
Xenon Pharmaceuticals Inc.,XENE,435.2,NO,NSDQ
"Intersect ENT, Inc.",XENT,345.59,NO,NSDQ
"Xeris Pharmaceuticals, Inc.",XERS,71.01,NO,NSDQ
"Arsanis, Inc.",XFOR,152.47,NO,NSDQ
Exagen Inc.,XGN,201.53,NO,NSDQ
Acceleron Pharma Inc.,XLRN,5325.54,NO,NSDQ
"Xencor, Inc.",XNCR,1724.83,NO,NSDQ
Xunlei Limited,XNET,227.2,NO,NSDQ
EXTRACTION O&G,XOG,55.81,NO,NSDQ
XOMA Corporation,XOMA,241.41,NO,NSDQ
The ExOne Company,XONE,108.6,NO,NSDQ
XP Inc.,XP,12636.2,NO,NSDQ
"XPEL, Inc.",XPEL,301.53,NO,NSDQ
Tessera Holding Corporation,XPER,732.47,NO,NSDQ
"XpresSpa Group, Inc.",XSPA,28.24,NO,NSDQ
XTL Biopharmaceuticals Ltd.,XTLB,4.88,NO,NSDQ
Youngevity International Inc.,YGYI,49.04,NO,NSDQ
"111, Inc. Sponsored ADR",YI,533.39,NO,NSDQ
Yintech Investment Holdings Limited,YIN,424.55,NO,NSDQ
Yunji Inc. Sponsored ADR,YJ,804.42,NO,NSDQ
"Y-mAbs Therapeutics, Inc.",YMAB,1379.57,NO,NSDQ
Yandex N.V.,YNDX,11690.14,NO,NSDQ
The York Water Company,YORW,544.5,NO,NSDQ
"YRC Worldwide, Inc.",YRCW,58.25,NO,NSDQ
"Metabolix, Inc.",YTEN,9.9,NO,NSDQ
"Yatra Online, Inc.",YTRA,57.93,NO,NSDQ
Leading Brands Inc,YVR,16.21,NO,NSDQ
YY Inc.,YY,4796.83,NO,NSDQ
"Zillow Group, Inc.",Z,8518.42,NO,NSDQ
ZAGG Inc,ZAGG,99.69,NO,NSDQ
Zhongchao Inc.,ZCMD,46.23,NO,NSDQ
Zealand Pharma A/S,ZEAL,1301.8,NO,NSDQ
"Olympic Steel, Inc.",ZEUS,90.72,NO,NSDQ
"Zafgen, Inc.",ZFGN,30.27,NO,NSDQ
"Zillow Group, Inc.",ZG,8406.46,NO,NSDQ
"Zogenix, Inc.",ZGNX,1633.11,NO,NSDQ
ZIOPHARM Oncology Inc,ZIOP,621.96,NO,NSDQ
Zix Corporation,ZIXI,299.91,NO,NSDQ
"ZK International Group Co., Ltd.",ZKIN,20.04,NO,NSDQ
Zai Lab Limited Unsponsored ADR,ZLAB,3686.76,NO,NSDQ
Zion Oil & Gas Inc,ZN,41.96,NO,NSDQ
Zynga Inc.,ZNGA,7250.81,NO,NSDQ
ZENTALIS PHARMA,ZNTL,1052.28,NO,NSDQ
"Zscaler, Inc.",ZS,8731.26,NO,NSDQ
Zosano Pharma Corporation,ZSAN,38.85,NO,NSDQ
Zumiez Inc.,ZUMZ,484.89,NO,NSDQ
Zovio Inc,ZVO,50.05,NO,NSDQ
"Zynerba Pharmaceuticals, Inc.",ZYNE,95.17,NO,NSDQ
Zynex Inc.,ZYXI,496,NO,NSDQ
